"","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651144352","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A10_D0_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A7.5_D2.5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A5_D5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A2.5_D7.5_AA0_AD0_DA0_DD0_epoch1651155913","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D10_AA0_AD0_DA0_DD0_epoch1651173856","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA3.4_AD0_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD3.4_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD0_DA0_DD3.4_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651183589"
"sample_589",272.107280689469,-219.914179719615,55.8987596668266,0.477408151447094,32.7645916894835,79.7659632812827,-167.85055609875,-5.38435725870657,-194.853555595975,-268.278804508776
"sample_21",6.26074054056093,57.1679381737869,-101.754624226054,-50.6732322547518,-58.8976035251095,-23.2292081518795,41.1095794029792,-143.169883208862,-42.3663505726406,29.3818866934111
"sample_203",31.9150243236224,-268.723400285184,-32.390377675945,30.4485895548671,-10.6057228618129,456.652366812747,-70.1801152797198,96.9613499792416,-42.7241033231938,115.045322333537
"sample_225",50.8361019228713,-42.4738385717681,-86.8890662117494,-118.211129715226,33.0565563398241,138.146450602038,-157.39184109698,87.4891888547304,-91.9313752129756,-217.517760463958
"sample_20",7.96945669673096,-321.425272337763,219.353727300007,-254.037989185698,296.341243948538,385.25772737964,-46.1133398909191,10.7875704108465,-34.4123938258123,-108.762719181705
"sample_19",208.163050189946,-263.691674642388,-151.540402899268,-148.286344505632,118.797024200517,83.3577391382545,-37.6348155590796,-95.9787208003786,-23.9436853895154,-103.98443305737
"sample_1022",-51.6122465353655,-490.995661574376,-317.7353494286,-312.42482628263,8.9035389324236,-174.733788875418,148.915125959712,30.4530343464113,-138.241889592447,60.2224516716676
"sample_986",153.124462423506,-520.58646902409,-216.518647237443,-329.362660621328,74.2166519664194,-78.0140498197024,72.574848409581,102.744320354378,34.616253925289,-218.583237497669
"sample_647",203.491836410597,-201.364841714432,-173.346670901794,4.57470681957766,280.799494092144,-220.018907898876,151.093160259209,-87.3095251181476,-121.058868968795,46.914285580299
"sample_994",69.0585655362237,-16.105765149168,-70.2232865243473,210.921476798379,-74.0428881311964,-107.899881708807,58.6999238630924,-37.9207613925281,-51.7559901774107,-90.7548571400636
"sample_1030",291.995804793221,-127.588954448107,-167.790692838266,-9.91968792078471,204.275787825582,46.3755491622071,145.987013545352,-24.7565690477054,-69.1116950636389,-277.603489619691
"sample_657",103.371785469331,-114.420671120528,-22.1476036466653,-14.7639254551495,130.097154181643,-131.915291411305,126.237815503336,80.1306194151256,-108.453524689283,-39.1932095693364
"sample_627",235.348528914959,-475.360554268239,80.7705563117782,-136.735206105576,212.027327741655,-302.327283713826,5.35896727871982,55.1084068645066,-31.0506728028462,-158.413270746254
"sample_859",242.829466999467,-173.912383526108,-271.395863344464,-185.116668732214,-79.2132228754296,-47.1694784880657,136.346407646803,160.228569083219,-180.708237913946,-184.870462838707
"sample_863",86.0192155381043,-44.5516668678598,82.4279607824157,-424.902201244596,83.6136568169358,17.6485633122238,85.4703481416828,33.8180336022844,-191.140159020385,-87.9203496345
"sample_905",-7.80805043783118,-590.066259716528,-593.242232833867,-285.634352877205,-122.353454949827,58.6103083617967,-78.5999292252212,29.3167103596269,-99.9488494946336,-218.345774384699
"sample_884",156.088130881532,-474.311926039343,-321.536741347829,-282.304916334097,37.0065741970512,-170.35999695274,90.2282830915721,121.296939137597,134.527317380616,-189.438877144284
"sample_902",-17.1256736415937,-663.522449855022,-466.6517546877,-289.182732407124,-10.6043442662226,-24.2150664575973,46.8333931531448,122.001336548305,-96.7805133199717,-175.370033154742
"sample_927",85.8036744475791,-268.440478429367,-380.889594966264,-179.035606618744,110.813344551179,-42.8636021976208,-55.4804611215811,48.2013915367075,-95.5519937473512,-148.201458593352
"sample_3",217.277104479601,-190.935099860434,-116.119275082263,107.402269450149,-8.78026735695364,-107.941408163074,242.237031760444,-77.2815970481543,-147.452320063124,-49.5286537827267
"sample_316",183.447856145343,-137.540338342224,-46.4557858546692,-191.800450381901,205.682197382211,26.7692243058991,122.581277490481,-17.4099101974308,55.48776342417,33.0461608581707
"sample_320",344.057589512843,-3.82539068250341,-157.458781541068,-212.341397336094,2.03153839865426,-340.875710330029,-94.0999856472723,-67.413330032776,100.767546064143,-94.8737146777086
"sample_129",181.869983605641,-406.00922802504,239.374260405478,-237.061275429107,-86.5792742142406,-167.116109397698,63.7608262583791,81.4044654115167,-86.1504308412086,-157.933885485844
"sample_775",-44.0398972848057,-661.395465793677,15.2807377040665,-55.5865784073992,113.948098123279,-229.791556643753,116.980877933436,104.446159281583,-104.085984694442,-160.286116032988
"sample_776",75.3150177972707,-630.281129505857,-106.247910640849,-93.4737041600004,248.948821799016,-319.469845026107,257.786781218233,110.592711030749,-130.782893850039,-110.543512046718
"sample_755",260.158225144189,-240.747554753133,-37.4259930030873,-43.4282969327365,367.075477007891,90.4546054149801,5.97657646792132,-10.6442059268721,-175.133798651695,-33.4042266560768
"sample_1003",158.451774829204,-355.502608469926,-191.578328198784,-67.6936965608476,-30.9023932096676,-55.7781813064281,49.9546929524318,170.361404952376,-168.002105746139,55.5911902086015
"sample_697",200.636335440273,-248.62611919512,83.1701997662284,-280.64917644354,161.563148223632,-254.068582459766,92.8116757215731,-47.4042910922924,-184.697443287292,0.947921179115532
"sample_419",46.2681121306443,35.5174350034054,26.464491111288,-253.395818290973,255.58090238791,-7.58393863684225,10.9276300282997,32.7443816600393,-135.997300968056,-135.253964512963
"sample_136",33.5091056510626,-233.644361566597,209.647129340421,-182.39764878232,116.5720977422,-105.520575280104,-24.1170229878398,-48.867840030102,-55.647831495837,-34.0353949341576
"sample_684",146.96373010669,-95.5172957751741,478.858814762771,-178.870001672546,-70.6762815060506,-60.7528770742726,100.022420207772,-67.0300246439904,-211.17912623602,85.1859525640927
"sample_357",29.5408775189346,-151.83502262414,-189.531823785387,-21.7914427726335,101.999675975707,-549.095890572401,29.327536384594,0.418408107550391,-249.40654470185,-174.467644097348
"sample_111",-17.8757783359159,-247.436749902836,46.1693275523645,-264.901374227224,288.080017051063,-197.824185521207,-18.5933897113904,46.0751291444221,85.4928005458343,-168.481539476618
"sample_88",168.722307372365,-159.481898130616,-165.57227652081,-210.019826323618,146.093233898308,-266.003520227752,-185.277394362407,-165.023426978741,127.992329933696,71.9363876072527
"sample_834",160.877131868227,-135.679957510575,49.9876863660568,-405.587549264795,-154.645387833203,137.086953122675,95.1968785349783,-55.4919968951203,-110.756955077098,-172.285744186144
"sample_666",-11.7407446859997,-160.560579584068,248.456280786044,-317.961242951914,-78.6964502258922,-150.61825140213,37.9848924445665,-13.8752198983533,-169.205704008792,-14.9883326377354
"sample_907",149.720680994562,-432.909170829225,82.8829604537165,-57.7087247272489,-352.840362603278,-125.241150778903,3.6682633840768,-27.8072886668248,-60.6155809619201,43.3863300956431
"sample_895",67.0697623684797,-325.218203077266,-91.9969222029399,-201.679164642615,-132.737505512842,-257.900653536923,-71.7074707542736,-75.9035047784374,-15.9530746309713,-132.159351193058
"sample_760",236.764496886114,-412.898443220063,-326.961155473233,-130.893769292009,-51.8216578517717,-101.070961991196,-34.8804851520355,-5.73035710769594,-20.5260921413676,-23.2496831451573
"sample_981",79.658896284846,-312.508108949754,33.3401965436395,-287.378318816695,-48.4548775328657,-206.726459852095,-54.7773370718012,0.853070426786598,-2.35735999586257,-211.7609349572
"sample_767",82.4324750681726,-328.463105898382,11.1950288222446,-174.183183319119,-361.760314304422,62.9028336245749,-50.3665783919129,79.0406450231496,-148.546068130852,-233.512508798009
"sample_669",-59.760445003396,-284.381345217508,75.8400274785865,89.6867307337976,-179.201005448884,-74.9005887569527,1.93350902908174,15.7528775291084,-29.831843868457,75.9769643278551
"sample_769",20.9497937460866,-170.662420054425,306.02991421252,-84.6140539484853,-84.7066047335965,-69.7777551997061,96.9083008495418,-72.0865848000577,30.8984116480867,-131.144539129913
"sample_898",113.910866832963,-36.1878512333024,-92.0940066196874,-309.080748788855,113.826250839924,138.168100545312,-90.2692336015513,-164.134164961423,-34.7085091588712,5.93936184798949
"sample_732",111.326524759787,-333.188017155647,175.173845231835,-124.179753216251,236.662715513395,23.2367599215776,-176.882799546168,-88.5660199018425,-159.308654632851,-156.893276826713
"sample_966",206.238742573838,37.7880206182904,-234.875749344312,-339.440065399317,27.15296460248,76.314912668071,-4.34901540479937,-12.6942388102647,-134.40098688468,-7.62824754043177
"sample_154",39.4200856015206,-47.226598266574,-66.551899843567,-314.28912717772,126.185907038221,-144.704181946843,-9.72513844602509,94.9427298809016,54.4414973916558,-99.9188293950009
"sample_635",127.95472078197,-524.485112392307,244.052657954546,-146.621494911534,-87.2800103107706,-21.3429666303541,-94.1578726936063,-13.3380525518883,99.9501890914762,-105.785223805496
"sample_728",-35.8171336502864,-284.517708290098,-78.1463128549091,-342.134001289294,61.8315981389624,122.221831818579,47.495150281028,-127.082836884424,-86.9745502735059,-136.822379241224
"sample_872",277.503272213866,-421.191955467334,-21.5864075392755,29.7754238314424,-15.4417540338527,95.1328985030852,143.553721721819,114.315056956591,-212.069778052918,30.3485473930936
"sample_906",157.426217469066,-39.7702707409773,139.192364212587,-93.9261161224489,185.207522543674,-29.351485741281,-25.1981731575207,-35.0360655075946,-264.649474750172,-152.415516266316
"sample_861",164.376628722711,-606.513573124251,-28.7596697774343,-626.979347984112,-41.6873876265835,65.220348422917,70.6308964241114,59.912288326511,-155.207718407081,-108.190246179641
"sample_987",-69.8904914273652,124.299023168213,147.330789325472,-225.284022897175,120.609014073594,246.198926460127,6.19739270675109,44.0184581943486,-146.643424694165,-105.374629422068
"sample_741",112.48889845013,-330.309206026097,-67.4267709256516,-334.052625167878,228.193660566,299.285333633347,97.9018317050354,62.2674164615443,72.2697013337853,-289.380171762274
"sample_996",186.984758373696,-119.66538896189,-193.968514107713,-201.566321001776,304.514169939803,-232.218063584657,-74.4981039442222,85.6967980535729,-234.068032233721,-109.234399424807
"sample_956",86.1756338445795,-557.999925503385,-63.9657467027255,68.2500106749238,210.943789546084,-135.383547725199,-122.270261479824,-2.61629050445661,-60.9114193442897,-42.0722095978981
"sample_878",193.231239679065,-472.111650267037,255.630003841891,-176.906920979855,41.4828710806649,-67.5072144525269,17.1317556203656,156.550131479092,-144.326538201806,-74.5722110425401
"sample_969",120.344416469227,-407.03189326659,166.952444012078,-265.319930160647,-212.937564912838,59.9000058190652,-144.6907286513,90.2566618249788,80.046538848894,-119.261810954033
"sample_781",73.9708452604136,-305.176181972419,100.517868736085,-332.141524209201,-219.91509423965,-46.6094511887596,73.9769179657788,95.791883956937,77.8732480086418,-136.663081816428
"sample_869",204.753186599361,-163.540365351931,-43.3818408288824,-253.110995391948,-40.3695483171075,-11.5433259936577,123.097895686821,170.957012231168,-123.74720171863,-179.319593348341
"sample_413",164.198725999521,-18.9964104728398,20.935482508708,-70.8552309559713,110.490826513559,-224.98684347654,-72.4465103303777,50.2370809663679,-96.6689962799236,-183.878632842476
"sample_441",95.8203189259333,-199.171264559811,49.1896015338601,-184.867801919864,56.1785037316325,1.7798754416215,-13.9119373930022,-73.6672344695656,-194.175883719026,-211.367112703063
"sample_370",123.514394630563,-111.837002706616,247.681108278895,-184.879970196262,39.872967867185,-235.791744358764,-69.5899302317275,83.4732674499095,-188.865614611501,-201.708073041135
"sample_556",83.2969884558547,211.475074211442,-191.672557536905,-241.652766641813,91.4559025567173,-356.336608662508,-58.4716124561355,91.5623668104637,-60.6323138930086,-145.196594510762
"sample_114",114.110229490332,-19.7793102531201,-191.516086802372,111.239624150607,346.122459145171,-76.7697862085319,34.0916597986351,47.8851619397338,38.93750475619,32.1446069417416
"sample_107",165.149355780502,-521.618839885232,15.3515825379506,-117.452450390304,271.508507047077,-15.0291672839584,-168.258958193903,-15.3170184005306,-151.546138974951,-168.072642358889
"sample_158",-44.2623388978258,-136.377770658167,-33.3749907606249,-239.582058213374,164.303847746754,-102.707347761883,121.463153013165,-200.073792302553,-63.6843701787335,-58.3550993327298
"sample_157",183.664234027308,-132.074652011003,104.517192598615,-87.5471695729542,343.667234443581,184.877542696914,-158.903858924249,-94.1567505904423,-56.6772957116884,18.0521569519777
"sample_6",-79.9153831620576,-97.6436079367532,205.485440659725,-111.15865429033,-12.0981976061862,-159.048029192042,-194.349182757664,11.5000371833315,-11.8452243163525,-13.7401048124816
"sample_261",117.736090604475,324.156544579693,-132.19794495572,69.6917762959114,97.6027325514358,-411.243745626237,-185.344917736359,3.09940515668335,-39.4398955313738,-99.5644234036043
"sample_50",-45.8338762599604,-0.577425416743907,-197.118812047975,-82.3806962676181,182.717579295401,-18.5039056504253,-26.3824894203041,61.5196669562548,-139.101059104815,-39.4531921467535
"sample_910",98.848762429921,-378.101184819562,-197.693922135126,-216.094363433551,50.2869354010238,-161.1443664723,-41.2503221770203,-58.4670225115622,31.027042846655,-234.383945306018
"sample_967",156.368024454075,-402.684478699318,139.460597541893,-129.266998359048,123.236614675131,231.811286941764,-15.0999750710785,-88.719673330487,17.5294824881358,-213.473941514471
"sample_930",94.9731261910146,-650.610364819389,-90.878033969491,-59.448830009414,128.180434464747,-204.519138359815,138.419660711157,-46.396270097601,45.003380615375,-187.061307783117
"sample_957",146.967898597583,-105.454618369311,237.743225857802,-210.910006721515,-71.7356476093499,-81.6087510496276,24.9625929690977,9.97320685697791,-80.0365307884375,96.5650831144132
"sample_891",12.0242653985824,-286.989331834124,-139.638081849889,-157.630616820091,-29.345514643554,-168.342802398758,-58.2888610525683,131.444222754308,-4.17654455734263,-61.6899491220943
"sample_925",45.7691253274028,-312.277754500501,264.184638839227,-341.025248484977,149.337836733498,160.323346669995,238.239860471831,-17.5623126326152,-8.64773026999975,-159.654150658087
"sample_900",256.390559538553,-121.282397829939,150.875999868929,-195.628243349568,112.418596017394,-132.309260041376,46.4222843938548,-270.401323132266,150.964168008373,33.1758180811748
"sample_965",116.287995432921,-153.481483643664,-189.376306624407,-231.68682239487,-151.50012997406,135.340198862105,-6.09346950443701,-80.542182764888,-115.887242942469,-204.385592007175
"sample_908",113.531335955155,-189.919529344291,70.7933605019247,-178.908070853465,200.876035654638,245.392900125556,-78.8179975267607,-48.5624612931152,-24.4319192131816,-82.5355386358053
"sample_864",89.4052366407182,46.6143176148935,-7.70544576170409,-218.688754078514,59.4428245192259,258.933022870505,-134.373337626986,45.9846008807545,-6.90511517405547,-300.528430857128
"sample_911",13.252434182556,138.19980568699,-116.081551772495,-183.499681554793,-14.8971672150189,29.0813262305243,169.68563016428,32.0266443662802,-168.574819260789,-175.757351394217
"sample_899",231.87237647775,228.591608970348,-12.9992607339734,-215.80428368378,153.953810920717,-3.94924349002301,116.945507814957,85.4994324428859,-76.3929626926595,-98.7577999669858
"sample_619",222.273849131602,-576.607446291466,198.099554936551,-84.8224558561914,-145.297966306096,-323.351955682119,-23.4043128440761,-52.6489598317558,-11.5840856941416,-75.6156714165839
"sample_746",82.9063688343445,-117.192025892189,92.9602773865221,-224.238913728934,258.256737640444,102.502297629681,-19.8558510966581,-147.337776596406,214.063777126916,-37.4238489552128
"sample_896",15.6381281551267,-439.757555771453,317.155346968169,-308.775500554119,14.3431782991196,-207.078677090861,55.8031215444454,-91.8874159867137,-44.9649460127255,12.6192339433782
"sample_873",255.083006742065,-630.929215948926,73.6125846890917,-193.412686442001,-301.622879987734,-49.8401320943525,-61.8945714821809,62.6495178351598,-195.363710384108,-36.9048100684588
"sample_672",108.395751314829,-110.80784120456,11.6360873354169,-106.962054687781,-180.383546129706,-299.982296096052,59.6028274940323,-90.1514445087136,-113.247206265386,-115.193172707809
"sample_763",46.8562399786566,-402.851095282971,80.6595806058332,-115.479135353174,59.8889256132879,17.4203425502121,-38.6145553779901,-89.7680019026914,79.0569263137655,-20.954935483803
"sample_953",169.239615390974,-376.228407024617,293.738315516471,-264.266320982869,-180.416220922663,-193.153776726637,-16.0148738092999,-66.0774664101249,-189.447518374558,-190.386360986176
"sample_901",103.727287864633,-582.186849250519,125.764461469282,-384.578650863402,163.948467902374,6.58420614002115,-26.2950682650819,-115.249161969759,-106.853595761376,-134.709346702307
"sample_1000",83.024758134646,-148.734866596099,2.24290648007825,-277.575284524825,-142.395605985837,5.9696845638664,205.069266113466,130.598613475574,-304.659607359012,75.4753858463098
"sample_949",51.6174852543801,122.198368714823,222.967322763675,-364.880446654821,-229.202517649122,-382.681351460508,50.4861044273479,83.3767223259253,-50.140454633665,-59.8608949717334
"sample_842",45.0075033995528,-83.8744783442585,-228.338919486929,-106.823360145844,201.949732167045,-34.6493983641312,-135.827601250759,-79.8527377342795,-24.66460535283,42.6009666602016
"sample_854",-4.71435673948959,-469.724246602212,-54.5187689893576,-250.217747269539,74.640095069157,-128.217953492875,-106.688704758677,91.1238552525291,7.10966492264065,-82.6531906001086
"sample_821",278.550589476731,-237.855119479308,147.929265063896,19.4769597470942,-143.989560632824,-73.973432531491,-4.06564739046311,-4.27929418143968,25.4612583818116,-47.9451663106999
"sample_995",189.015449190306,-586.44314450291,110.798876646738,-164.209024341974,-27.1600161042528,41.2089612823799,4.50710331349183,127.537311590974,-70.7390282513605,-145.761017664958
"sample_677",54.8508882176986,-436.243359341203,-182.570414929923,49.6360352954513,316.014978805141,-309.584283839414,-24.7969355575426,-37.2878721814068,46.8752440637692,-113.013587212756
"sample_979",24.9711946984367,-322.700975381085,-109.946819591808,-256.966730718451,-35.7322364878183,45.7136133660844,-28.9193751623305,109.768733755325,-33.6304993059273,-174.696129388225
"sample_751",84.739042528623,-459.929768403552,-26.8983526750764,-203.751989032257,67.8370063770033,-94.0698195018467,-105.509483004357,-140.316178498564,21.9606662581428,-155.691339075911
"sample_822",186.801192357385,-26.8473366296083,38.4215413683967,-22.9220660811101,-123.073400571193,-169.143035419132,-130.070251737215,-91.6495910077392,-24.1975938439905,-100.290416030827
"sample_794",143.468748831267,-258.897390521823,131.318384353379,79.5721470353944,77.3247349854252,217.577943372005,202.431908063542,-14.8571899116512,-84.6929725694843,-105.979157098266
"sample_918",14.7151138510585,-286.652427399309,5.08879602659802,13.9984556576681,-20.0689713350162,12.913624358865,18.3058414702723,-87.3487353536865,-187.913211191972,-49.6406209337708
"sample_877",1.03963278254468,-248.616726496764,-320.868534762388,-180.388138185269,68.8450459441825,-268.943052935853,101.820613671902,-43.8114100919268,-139.10559910248,-67.910472382438
"sample_774",-38.656011899132,-383.462761295861,-54.7494280580312,-280.879244562667,-25.776503256444,118.507300347212,-24.3316490042853,225.888555250038,83.8410747559593,43.3929950384756
"sample_812",-0.775088146734511,-251.687962298627,-286.44423920805,-81.3906248421113,82.5243844912795,-229.184357161355,-75.5975683568174,7.2011117168933,-120.984016931093,79.653398800713
"sample_790",112.037125571142,-289.151636960023,223.285694825007,-135.855035002799,203.09043047849,14.1214135814754,-10.1462748641332,57.0377252526027,-26.3075483150685,-41.1423420750626
"sample_968",157.402626013963,-159.849927328306,213.332268412263,-371.950969168169,-28.668525164226,426.358971487405,77.5537347625964,111.813386919608,-116.711996376469,-52.4614886327681
"sample_846",281.887233358374,-394.397630610416,-152.550439922793,-265.151342302617,60.3673686281464,-26.3052366935485,-43.1710762870137,-45.320060036924,51.6929613023837,-176.604873772746
"sample_682",179.856046041533,-535.334367027434,-295.055463729243,-43.1055474528986,-85.4356544060088,459.124323766757,-46.423863624064,103.123361278711,-141.424850624379,-274.666035491865
"sample_798",336.853624180107,-78.7854959553334,202.065772234312,-40.9504594285285,160.499617072883,90.891967422383,153.292092010582,61.6957845432083,-57.4026455909515,-221.801299510055
"sample_674",282.58636944285,-473.553842290674,-212.434437633308,-203.140858967928,-5.01652115357366,14.2372491042398,-66.3414700886608,-36.3804314909196,-80.6089707804105,55.0080141751579
"sample_1015",193.455219075175,-1125.00055558903,-119.49462455417,-359.872919330048,44.748293594314,-146.09168189007,-36.2364767569172,104.424987966494,-25.4913834882829,95.4818625746603
"sample_246",113.732320317034,-193.645197761707,-37.9935366062094,-42.9432168926451,111.888566025432,192.768429377144,-61.2699526757214,60.4435683541389,-186.550451522178,35.8805869516903
"sample_848",201.830699851427,-140.330697266099,-94.7012194280069,-196.203206371647,-72.8679669509972,208.506207079835,10.4353759831874,-29.4332867881735,-81.7714953992037,-89.719635065525
"sample_314",90.5236889168892,-432.402212389309,-33.2972076975428,-500.680437711186,51.6511468970294,44.6923007566366,38.3118342440391,-164.719860913751,-120.182449697432,-290.500566687588
"sample_687",150.128066684337,-371.966570341508,-135.300265149435,-192.585484319617,274.512755394261,47.2169890862686,-353.492409243169,-66.1351392505872,-212.08795329488,189.063693250001
"sample_675",-5.24402936736231,272.266757010167,-270.362448068536,-226.576356450732,204.820538841641,0.407957482537263,-183.05542461432,-57.6365962235089,28.8061405623928,-162.384695434107
"sample_25",198.530327431385,-29.4483612958782,-356.464045272219,-209.67792715204,213.615758293931,171.958039259241,-32.6230585575026,-146.019831037361,0.0472209692251226,-0.800888736288201
"sample_912",81.1271040272386,-178.581528237735,180.444915200077,-136.420577393812,-125.952281660987,-22.1038450905133,-226.762740741855,-42.4762934737812,-103.316504194186,-112.656805760899
"sample_113",66.1903072598126,212.136925021059,-63.6744760497834,-15.948010011258,-12.2445633214427,26.3816506046252,-89.7997176759936,76.6899200377283,39.2539479432686,6.04519137629153
"sample_820",446.393232479279,-679.699882403752,-208.386239021515,-372.212771096445,95.4812754198285,-227.360151820827,-138.250389108528,14.0330042508799,-42.8708735026339,-89.7739584683557
"sample_739",308.574075581967,-544.148763745773,-189.062539319948,-289.757945666282,107.477092693378,-177.055452583049,-75.8644943367573,-60.3755986578373,-12.5436594507883,-103.545227439418
"sample_711",17.0672253298415,-277.838417749443,-5.00139615407783,-128.483889818819,-124.045760614974,-186.479558523758,-137.702641332061,62.85788036704,106.692220343477,-20.4423924852601
"sample_758",96.1829905802789,-581.728877269524,-81.6560200542379,-380.730496498997,58.835193974824,139.029593446671,92.1620194839281,-62.0716491664933,-54.3457918764935,-84.9278095451465
"sample_747",-86.8140149424305,-9.65877699132287,341.518131048178,-396.502726073481,188.062102940646,-13.6802093205976,-105.356981911453,-84.89419650881,-79.1334726994068,208.027742920402
"sample_723",-0.715270336454509,-297.423670650163,337.001186869999,-365.49011862721,38.4631033990053,-233.363312701103,2.56031705306921,-44.4475352133957,-116.900964368511,94.675674661975
"sample_638",133.653790321605,-449.158812189641,105.592364581739,-129.938334934545,95.4823580074102,86.1596860531647,-84.6706219157597,24.7107438520556,-113.597873532212,53.4348218811155
"sample_804",29.5492607946451,-227.015609210599,191.951355206389,-412.688726391076,-226.934176569205,410.812141612527,-119.751207523734,5.23076600982726,-19.0131601858518,-211.108578941155
"sample_296",-64.1914987765348,-548.26420967617,12.5641161456379,-30.7290186010044,-62.2609267954924,-43.2445199561048,-203.229439525592,3.0823353974984,30.3664603365631,-228.701291356063
"sample_308",16.0424487992781,-40.4370424374494,117.612227578566,-455.007623125158,192.148172710787,62.8837489189415,-80.0654444578017,-56.0411625739808,69.0634276366451,7.44935662682007
"sample_559",83.5064378941502,-418.039673719556,-96.006391980629,9.61904635614883,23.7785408331734,157.589608053271,77.6598021390667,38.0086527181315,-137.93455797808,-29.572417814014
"sample_648",173.703754772701,-226.854750047045,75.5038794937918,-227.57982680366,173.38232515788,227.010824825671,-48.5581718669,-96.5426132239309,49.5713589555632,-108.947339912084
"sample_773",-20.2978890877861,-659.507819876886,-51.1446323971195,-455.520831822498,-45.4613190597998,173.479316755095,-37.9811737756153,27.208606207653,10.525421658519,-71.6347594169389
"sample_935",244.780231881488,-445.277237590545,73.0082287518038,-264.481092801528,55.3472047094844,54.1224921923042,-135.383483320886,-51.543554387289,46.3288626491176,71.2574727154629
"sample_645",234.606775719139,-48.8654554567507,8.49064729522597,18.0474256240944,183.459719617105,95.5392022724134,-111.374501234061,-50.5196231274684,-33.750972283237,92.9749977582559
"sample_970",25.676852498464,-364.719057051669,57.9369259053366,-157.696507377637,155.331032691989,263.067295631215,41.2318935264353,-23.5762123136098,-109.539415438647,-122.436608617537
"sample_1020",168.016274706373,-384.007342542859,-107.234775317221,-306.39690079977,-250.541396118654,7.80873547148877,-265.804020751437,97.6166233326743,-224.402247266286,172.337325249931
"sample_662",194.424037904158,-235.219229458353,79.8601317257186,-399.183241160978,107.719367671791,-250.081343741312,6.30991554832441,98.7251647852427,-139.908939015562,-105.291543310147
"sample_989",211.957967066847,-463.451317513863,-113.868713821034,-310.091360250952,13.0575630185822,373.792331615617,-99.3936892958851,-2.0417748140424,-65.8355962600526,75.548819525344
"sample_904",51.6866862322398,-563.687226677488,-269.523402668299,-42.111660379159,-26.7598141088917,-15.7252796587921,-116.244274916061,199.930580679562,-182.738008926875,-153.483578605106
"sample_786",53.9797468289519,-528.530778642963,-61.8916701449056,-18.9163056345332,228.919219075766,249.644244445323,10.8148355378591,76.6613145666997,-49.184121054012,-122.533595317838
"sample_958",-16.6718377585787,383.631026116471,155.882692194734,-240.97305572727,169.589139693259,-65.5498482278835,-182.416479258882,-14.9724346858783,-281.977068213782,-170.540167262599
"sample_426",51.7126583881127,-435.933495600374,-83.4614322081331,-121.787519067654,14.9248691098819,-78.4755158841583,85.6874849282377,-8.68931175342815,-20.9459567929214,-147.53346294707
"sample_613",109.794203389309,-487.58632124048,-159.694596298311,-240.323824311429,20.0376866075273,49.0202665616313,-10.2794530849115,108.45776591566,-48.0793394724521,-143.562084248447
"sample_698",57.4136113511639,-510.075112883838,14.1116575497365,-184.233297974356,-115.430045274421,131.072983900778,-84.9295974258861,114.585843779564,-233.527766681102,-151.936802892345
"sample_947",146.150860560229,-354.842594757333,233.566771495702,-271.629572732908,141.657576856628,99.1175933680155,-112.28486319711,366.655447627403,-33.9041414261304,-134.531437561777
"sample_623",146.392837269794,-611.931459531627,-202.813479366891,-58.3430287224363,4.58089017737281,99.7017932415915,-148.053288086734,148.119170856039,88.3753595911305,10.5127833863867
"sample_1019",-33.5360852201635,-293.544844696816,-209.528931150467,-49.0378388270988,63.3324223193278,-106.832142186917,10.1626766906939,50.1827839338053,-108.664534146738,-59.1611514906787
"sample_1016",-12.2910885563202,-63.7350389166831,-248.702144413458,149.177966987061,221.818735418809,-55.351393396606,-188.723949443221,-48.2777805727505,-59.7514180818626,-60.0215640451042
"sample_997",143.024810108812,-375.182297702988,125.7784297752,-315.569310293036,-47.6052805993766,288.547099924757,88.1799423001116,-46.193550698883,-19.2672266114398,-243.733958799048
"sample_796",-64.20283175983,-7.20298021685883,-127.865861226754,74.4230479483278,38.6307863727396,247.532150394575,43.7244328034677,78.8151287180553,-35.3938292473836,-33.9950506886526
"sample_785",83.7067191312305,-619.020131079516,111.916016590071,82.1193641880034,32.6626566639225,48.1589896291408,-219.107284735126,82.0864614804507,-113.286227574356,-101.477888815359
"sample_700",33.3534484570034,-372.876734568165,130.506465857064,-37.4096493296319,-316.939634441326,-62.6997883262977,-101.67699750573,7.82391791382427,-4.16498656074916,-38.6058425420098
