"","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A100_D0_AA0_AD0_DA0_DD0_epoch1649239502","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A75_D25_AA0_AD0_DA0_DD0_epoch1649239502","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A50_D50_AA0_AD0_DA0_DD0_epoch1649240345","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A25_D75_AA0_AD0_DA0_DD0_epoch1649240345","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D100_AA0_AD0_DA0_DD0_epoch1649240989","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA34_AD0_DA0_DD0_epoch1649241541","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD34_DA0_DD0_epoch1649241541","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD0_DA34_DD0_epoch1649242513","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD0_DA0_DD34_epoch1649242513","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA8.5_AD8.5_DA8.5_DD8.5_epoch1649246514"
"sample_38",2845.27793868861,-2499.68794220875,762.713045809687,2513.00178523244,269.107384858104,132.685992592548,-128.220781460512,2732.98660755841,1396.74885128587,-190.666344467306
"sample_210",428.641173877787,2998.13535422753,-1181.89286866002,490.261490923353,2644.63753593864,111.398699261034,-244.507612422132,132.09207775961,134.851667394393,1153.72049666639
"sample_742",-1372.02162473734,2850.47533341037,-3018.2737376952,976.933599480273,-4397.76619891752,1794.40353983849,-261.935836930387,-288.415194669361,-411.239069063002,1387.5235106141
"sample_465",1022.045901711,-352.604871532595,2058.79492918387,-860.998593402737,594.228620873327,-828.076681286791,660.0871732165,1.02621279501352,-1126.79705968276,3080.35524913302
"sample_546",-1561.38229369799,661.286147432773,3757.75187862413,2336.89073974494,-19.9120268851009,880.972120670795,-814.185014635166,-811.852763136442,-940.017372878821,-506.178424070556
"sample_437",3287.54294679338,102.069057377004,-1149.2930166045,-107.229877962994,-502.778047847086,-374.418719685194,88.4794353125848,-314.522941938287,19.1418549993922,1350.66304779814
"sample_41",324.683129166458,1631.25791639831,1980.37099473747,25.4735817385937,872.041801360897,743.339981475591,-422.624011478755,-1847.62367253747,632.756103110771,1060.43686373602
"sample_499",1840.202568082,198.744475385264,975.401023764433,1153.92271118971,1768.00997807973,-643.367315096925,-2341.60087860161,-71.6245189439295,-520.787162812185,1621.90772018683
"sample_339",1222.40197754811,-1957.32151918932,1163.56704352904,-1822.0580310262,-432.077931944349,-341.296098788779,870.414937074939,714.216146555369,641.177334082011,1574.14983813593
"sample_416",1185.65945180148,1246.86829358405,-779.67475296072,1474.42823812778,-70.6878319369889,1093.64699416234,1159.6104093461,440.292136467222,-839.467257078961,3064.9098918643
"sample_49",-425.853643964345,661.711552678994,495.976190746909,328.024000019134,-1070.35543423806,1412.18641672927,257.411133626775,-453.340831834399,-1142.0516385373,-841.057175485815
"sample_247",4223.68345213621,4250.80282271375,1891.85264698392,717.44446889546,-446.919781188743,690.436298219293,-604.847804744448,-358.929832993528,-2010.95398627367,-147.024728981901
"sample_252",5567.91765794821,840.257601092423,2368.0989998094,1217.11926778495,-1232.09961319284,-377.597303715668,197.794750963461,1215.92891189313,-1263.01452156488,129.77845460911
"sample_51",2659.9536298211,1543.8352738172,1907.23841986422,-199.077159741919,-51.3262084318207,417.857773140131,-1398.89859487419,29.7447548235034,-1346.94815036121,456.731230944697
"sample_401",2366.32785518808,716.112747312353,765.002986511175,474.606974765277,2002.49812994824,1298.25100433127,-715.621040354988,-528.125512595728,648.326871866349,-688.106869485124
"sample_376",2119.30304413142,2158.87110801023,-650.001412461734,1889.74996522664,983.786388392272,1066.19547670118,-1528.06533195358,129.608422322335,186.533047899199,1489.23543851857
"sample_341",2587.63792680413,925.144718958206,1216.01797400316,851.742359950546,-2722.1219996039,1584.24523151612,-1733.9316366537,-188.064449952775,-893.600110247823,1337.69385026495
"sample_486",2231.60268206519,-838.362702398908,-492.319490677165,3743.39792017239,-375.690664603157,1369.83703168877,87.4668069873399,-45.8051317738178,-316.932530245256,684.686013751933
"sample_483",2849.48382098876,1781.97302340684,1711.92920832743,-121.222304785523,1019.15527719319,835.3868228646,-1306.73593401553,-175.739665941572,-221.710854728837,-221.547128339936
"sample_577",2382.0013283044,1713.63429309649,1556.51480694361,-198.928481306963,-3254.28855401988,1359.15611717566,-654.287607457242,-926.060724588443,598.894723494875,-960.869166582903
"sample_495",-3083.72073668727,4305.45923827766,740.726389013232,119.527340559773,-2574.96668505342,1042.87508093239,-324.785549329885,-1067.79243721403,-788.259606158771,-70.8157025106825
"sample_375",2202.52956205091,-371.564216328883,616.365489954318,-540.904000842937,-303.266716342663,-1240.87205818623,337.710604420391,172.918574372211,-572.400951599166,1691.99657115696
"sample_579",3697.12971009205,2398.316869542,70.3421474971199,2153.16186153661,-1392.72737028065,2042.69319216587,-53.9399034620074,187.572496344134,1086.08268267166,-94.860801598481
"sample_816",-795.728257202842,-2512.94960530616,-541.565760014517,38.075258020986,-2568.53379171539,949.946672591951,-345.519847741597,2529.70912239162,843.419987710426,2899.19359112098
"sample_680",-64.787468064414,-1224.81433615348,-1528.53606052636,88.483053129206,-3907.07087377671,-282.694158192367,-1611.17274417657,120.015436448987,105.774017985289,1986.59649071323
"sample_778",2613.36620829417,-737.797435320738,-71.975952438673,106.981233243223,-2278.29238014424,-440.424923606798,173.759409284381,-105.968555909702,3027.4686867514,733.412413595444
"sample_830",4782.15477608005,-937.648533484799,2759.13503494937,-1330.3424325529,-2170.32204150286,61.3029559141503,197.970220507445,598.199882619987,971.303532778629,1001.52654989163
"sample_841",1491.13091816226,59.8097452602217,763.075230514252,-1151.2224158614,-3120.29882751822,-633.912369301971,-88.9365124744126,1083.20399805011,1186.40550673646,1865.37479717953
"sample_783",-2118.49586252187,-1262.8858210479,2351.6630286866,723.694773582176,-2057.69676575092,2264.62457424076,238.930702774677,145.931461433722,-1176.17543989649,544.277016747443
"sample_1025",3625.70071832679,-187.853131358796,-3271.55886085854,214.843411103506,-3249.41377338048,1767.73486852462,-1999.30093425062,961.298305429387,658.34690922308,-54.1649888540212
"sample_655",2462.20325590307,-1290.78243930818,-77.6228357369804,-1758.54411807587,128.493864690149,-1176.45511180791,-1862.10531336792,-1504.09029376629,481.176695646303,-112.953103843487
"sample_782",3597.96468682213,900.526620608653,2062.14005101244,-295.448944475585,1010.74488161543,-763.563678537059,-1586.56689414136,-867.095725538141,836.605471293779,597.132816829516
"sample_835",3431.30335475299,-406.82053771063,-1740.19344130252,-1700.94594945282,946.523543745085,461.525981198092,-569.940758580405,-269.722652367551,892.768157260459,1389.44280989803
"sample_810",1020.1040749724,-2643.23210219166,1221.75219085804,-1614.65921169944,1217.74332137836,-1318.90011283471,240.812013597431,887.599444465265,914.161892732904,66.3776922266011
"sample_833",6781.9614373845,2961.84662269926,-986.718367435077,-143.283046616403,1116.86247292786,1670.47526504832,-1806.77033160346,2150.84183275218,1722.18230126662,503.727333389542
"sample_696",-784.307888080911,-3178.63755010045,2385.69505812632,-776.566042494291,-588.793881090746,-726.760133216455,-893.559564351376,1367.11179980293,1987.84472293127,2570.41015325625
"sample_770",2850.57197077117,138.071330671884,1038.65947137902,-3045.69247836587,-491.932995439148,-114.582069562943,229.546036709304,91.357387133955,1265.98557948234,1099.11104690027
"sample_817",-1648.52877725985,-1153.09182593952,-818.267010466327,556.305009738384,-1574.20077266507,-93.8950264847703,1317.6883106266,-517.213154592674,-978.417855829406,1657.05852067278
"sample_814",1333.19365025725,-2809.39324852284,471.443132816887,1803.07219477046,100.954404457303,-12.2936546164792,96.0564374309959,-37.113617434523,738.705870526566,-303.768382945197
"sample_837",1417.65341634629,-1757.49770035896,12.1720148493685,1070.83303845717,-2610.72551738363,-1434.26537229005,-808.697545947568,1252.48452720574,248.701303359056,425.470776401898
"sample_926",4090.31220583689,3078.25665206425,1459.29809332003,4.83003968639684,-2952.85710182462,-110.897339640297,-255.715124986784,256.851738417924,-1241.61813345142,1929.91517198669
"sample_536",1695.22607700279,1015.14541405354,2197.26939670951,-552.495595896159,-4422.39090725302,2712.38939024886,-1246.75706253308,-1952.98219314784,-1624.1203434446,2564.14740807477
"sample_273",-279.754101028868,2389.61049157309,-1338.41551593682,1594.50192688,2533.55747026782,-636.873048647716,417.47240836032,-388.150051060468,-2512.79035292147,1698.89173316462
"sample_542",-2520.66175352868,-786.911212767091,1616.41664648821,-424.379851126168,1176.06129503792,400.962028571134,178.260382800443,763.174750923296,-577.118767061841,1163.48186216398
"sample_857",629.043124321361,-341.391865354795,-766.625243472064,1082.13372145125,297.570368390117,-99.924851041386,1460.96831477918,226.324570269083,-21.744577318669,2401.36380101727
"sample_488",432.075490050205,502.097201356291,1618.2399704049,1044.30030894859,2185.09817831208,918.117098518828,-965.449982531646,-1110.61299616638,533.533773305546,821.106374547156
"sample_566",416.997410093371,-3167.1823915031,553.757282797811,1235.36512657374,3081.45706550105,455.633351235523,1261.6563308323,1977.13865074968,-170.982164127701,1368.94431973295
"sample_716",-413.43656949757,-2856.96066093899,-206.100001286578,1652.85542852498,-238.740244755883,-463.40730830786,1066.66879316345,882.429164406023,-764.634324811953,2030.84724202893
"sample_725",484.038641979868,-167.367304703397,97.1038531064022,-329.340557283096,7.66388974188703,1763.67033583377,-89.8785065775552,1830.98069788143,-829.604876911385,1041.1294614511
"sample_1",397.346849359117,574.619198426348,-780.980575932605,259.436450747909,57.1575315943538,785.879361846331,294.274334454934,-1032.99566689283,102.474730236726,-286.429846453003
"sample_418",894.583317095193,-1007.86541035926,-1581.7923168464,2223.08642244426,652.711236730447,2416.38287272207,-425.211413218972,-1283.04408444032,516.94158424771,1390.46969502111
"sample_529",4400.15489870765,4218.25416652432,347.326083423808,-2955.59828542104,1600.86557281864,155.538326529644,-539.330025820273,1171.53636286058,-413.355234968549,-794.255127226394
"sample_516",3467.05391149303,-492.911058161869,-1444.6729344209,223.708062098774,-2110.7735893243,1367.6622587367,1041.69102374882,-137.080521973653,367.056569481952,-706.246012135003
"sample_62",1166.47397731764,1143.78466974577,-1485.83297111626,-599.170490649248,1590.27561419762,1686.49307448517,-1003.90922916145,884.768774470687,-100.813753860118,634.095366694634
"sample_54",-2843.23716618012,220.797502928925,-148.693268446599,-1218.35134727509,-2907.24904316587,257.85301693524,-361.866298434657,-181.227840524886,-1049.85161108856,1342.22171719344
"sample_230",1587.66407514403,4889.02472313243,81.9784667798744,2143.76459663412,-273.03509440333,1303.45621087418,-2437.85843588808,-1498.32548047239,-982.278356071391,427.063121652039
"sample_693",-26.2442043095449,-297.629928540839,3057.33479870984,-3666.42104690463,384.321207548297,-1081.72276940958,-122.598258977066,-2150.61283833123,120.377314193617,1478.50928427775
"sample_737",1049.01452526683,2194.07748210195,807.346476824127,1854.44347024804,-3541.047547362,138.453419224457,1878.457638028,1403.57204487581,1781.70428310532,1762.69702961505
"sample_574",-4322.4678047088,360.24299527618,-1630.62672880974,209.306435398685,-1755.99876028863,1910.04028374937,247.833686205833,-335.839900652875,-2710.16406299917,1365.92909401055
"sample_35",-1212.71853826344,-331.97548314273,-65.0893431376067,1157.76981316033,2732.08622445508,1030.14498433442,-815.302250500066,-1607.71893016672,-718.256234679804,2715.03866833831
"sample_592",2290.29944539034,3186.85068803476,-283.756443551839,1444.34949855249,-879.183404660652,168.069347576745,-1078.92682442486,-904.764115448575,1010.46637042819,2248.60602379313
"sample_702",-529.522549324544,1715.05035779256,76.1024116789847,1190.84577574138,-1708.97034779651,270.624301800251,115.94872170988,-672.030682770943,-590.039895225173,784.543940572237
"sample_494",3715.48354546839,3457.03946633529,-15.0264233927878,1898.75156014781,1325.44864822429,590.006329495351,-3052.76854073155,-185.068098083303,1178.39150539988,533.301187603002
"sample_959",2963.36352424275,1361.08442167508,2444.27706617216,-1171.34948808709,1370.93443731662,1915.74647307884,-1121.99993898093,-554.274048022313,-883.617092864776,817.13843009912
"sample_82",1558.04707547752,1783.46752671127,1600.67343220903,-336.268526944859,3092.45638999459,59.0224121147397,-924.456485451537,-582.911061880819,147.767721415086,1216.90748042978
"sample_349",2752.24686555887,2170.86186049414,1718.18020239495,677.496813485313,-1135.17813232512,1385.21635742836,668.615445488674,-48.1139797839217,-149.121506142178,-81.5285483945536
"sample_603",-2932.00810643448,-180.444688191535,2026.75494776877,-1599.99296407589,-1495.33027342704,1560.02982075366,-61.0075684265426,1241.95249178257,-190.973167456113,1694.19848958338
"sample_931",820.604124911727,-27.4572404238388,733.849127427713,749.216693277529,3563.74057791241,543.084862269251,1189.30456369888,-1358.28418568323,1176.49785129964,677.200696154183
"sample_960",2321.79445637981,1472.30255940625,531.000204124788,-1052.49036114946,2499.95843316844,-854.780867835152,-976.935167203424,-899.354782482967,-1688.67711074261,2321.55851019917
"sample_290",2827.98538189726,2658.98026134988,16.3065089851298,-1073.21202968394,1553.4585964109,1908.65354746896,78.9167351641983,331.972404110463,1735.15117916616,-76.4788514043722
"sample_286",3622.0603276723,6313.03769069408,1142.81682103906,-781.433587929004,1795.83365791314,1675.46648647431,-661.982973253207,561.569459715608,-211.630264009383,843.306262345676
"sample_69",2834.06786077362,4992.11429889657,815.000918874811,1899.33410869134,-89.5457540867289,3004.15802131695,-1398.92945275343,-1705.33050393265,232.700965585999,1601.38933866949
"sample_235",-481.073390954643,3893.0536280086,800.196632795665,242.444037982513,1373.50750106622,42.7975288195388,-1272.71384877397,-814.54675145981,-1671.21264406838,1234.63112952496
"sample_608",-75.5399805712617,2806.0245965356,644.08326925713,-777.585724633519,-1080.17564414112,-505.419746611803,-469.635335844772,-901.563290750009,-66.5514806158508,-1191.56885520536
"sample_539",1704.35286446641,2200.42492516369,2944.68923141923,13.0196633512161,649.346739754821,1234.99142664214,-387.4873732042,-966.387771780761,1154.68703712966,1072.43497948271
"sample_259",4.68025749155112,2028.15212291329,78.9348011038452,1304.11730683936,-1916.21232232786,-661.939893429557,655.744893548409,938.491276940523,1358.13718693551,1230.08431439733
"sample_272",2039.03324767025,1303.95218997755,-1025.66924357096,1268.96507344371,1261.3768105801,-1292.84290978785,-503.733959729186,-754.323194800002,1373.14405938413,635.115009030207
"sample_843",7009.92339777502,1460.06326847408,2150.85648078578,-1713.89934023926,246.636832547413,-247.81468865491,-1639.34257450067,-1419.15501496974,-386.826233301888,-33.8952523277667
"sample_868",3608.4233141634,-919.153998850106,3467.50837920749,778.391031661277,-2464.48454907449,-685.043919151504,-80.6434961425334,216.17288922585,279.54579574596,522.891919656519
"sample_939",-965.851866522852,-1077.61458883673,570.847244726749,389.154670016552,-2097.13985432783,-319.595235557784,-1492.83570964679,1517.15361208939,-64.1022126528245,1057.14460967545
"sample_849",-958.481087018838,677.437526464864,598.262769154187,-1934.14895556865,1050.96874557503,-60.6732820208225,2070.71178659421,-1259.90736372581,-193.647226621523,535.791725006517
"sample_740",2599.96291641469,1204.71999505636,3303.99836884966,-289.029358782497,1078.67060475742,390.294872910356,1541.94800821864,779.878449621804,-781.017695719135,249.947259493469
"sample_216",391.569859387161,1037.4744808847,-558.490571776273,3145.34985896839,581.025210364018,452.658916648215,-1230.73744087457,-2367.54379413576,-823.607489459413,-218.233275302817
"sample_1024",-476.719368579985,2780.02035568415,1812.93714820886,436.214280913458,-1214.57514413007,-240.747575346459,-752.379492690601,-717.677694651323,-763.90384411966,883.334259674673
"sample_182",-823.134115729451,4346.91745632544,-713.328472249465,3707.72590523118,868.438441751794,-106.271383435165,552.827094796235,-1388.72725841504,-890.975500740997,1681.93379030124
"sample_165",1454.42401918672,3181.94058574377,-106.041126849677,809.246604538225,-997.113223489994,-315.653335401789,-2146.51525530073,-2.90324224685315,-738.723044549802,190.743996184604
"sample_1004",1907.65128475498,84.4473454735615,1327.46265725292,2219.38835047066,1370.43551747309,586.834968552486,970.980288503395,-572.7021098343,-579.910677982243,-210.757597064821
"sample_151",72.2720081947894,-1137.6771921368,-1044.81505952711,269.720982711998,-2586.05504801047,1767.67813304715,-377.303861502001,-1331.87494515052,392.928271093822,221.024583863137
"sample_302",-1257.02227197748,795.226099859917,666.359224320979,3147.18122417724,-2162.05874561029,1782.50640752299,-557.033427387651,279.201800064117,238.177725044465,-144.261312636616
"sample_502",-611.918097809461,-403.499519855553,-540.24812984315,-890.76431854726,-1036.78291293974,549.883803597745,-187.231743991829,517.297974249182,1769.82653127809,-212.856531827297
"sample_963",3144.46025308199,2043.7063190355,2554.45305212901,276.932669527003,246.971154448978,1687.23464818679,1258.66601334962,-632.069194912636,1271.05475614168,1033.97309370246
"sample_45",-1264.89617654738,465.02596080174,2167.37467648466,-899.332964920204,250.324234661949,-833.799695783565,-486.821678988621,-408.889568874415,922.170625583149,485.05057736814
"sample_244",2770.82800743296,-69.3264155031625,1443.92362112167,-255.300247936336,-2148.85802414713,600.539261067533,1078.93001951985,7.78979321007509,248.953093321339,1534.08587011011
"sample_632",115.634651506521,-466.315493338989,441.116871285937,-857.498011678383,1460.45766137097,574.573299247652,738.574282479204,-179.539978398162,-1480.44450717142,1446.28472875657
"sample_1010",3814.13578205898,3524.79811469837,-932.146780234632,1639.88980536132,-1960.50648094029,1764.61988611095,-125.587898172411,126.350192000211,180.173956562006,1739.57919279769
"sample_602",5135.50795551744,1552.37183586679,1921.49907196038,2244.25265733817,-3860.42085440622,-333.036054822579,162.274358147374,-509.000132392383,1804.73581280498,261.853322958599
"sample_650",2538.62269850295,1807.85926101078,741.574130590702,2505.14331925749,-3101.72705284387,-1382.32322295728,-111.435098809539,-285.788956701361,108.599890714403,-173.225707311242
"sample_1023",-230.87799250274,2361.5605913444,1226.23520708742,558.297985788821,519.409201051818,-396.105442661523,-237.838501083937,28.1163717040449,597.775269143445,1330.38093347549
"sample_797",-2339.18243864541,-3875.76558127151,3289.99505682073,636.219645320983,-479.643715903218,342.737293603637,-275.12770162709,-379.27405825874,-1097.75270696469,1242.70955537999
"sample_601",-825.256657251901,-417.133996090625,1984.14881480643,-2351.6242868256,-889.879546192816,-437.491471869288,-683.411414222038,1714.00974348799,102.63820398891,1597.11765964324
"sample_974",-1436.58039237524,812.664729580304,3195.04118584077,-77.0856758392231,-1187.78561254008,1476.37699784022,-309.274967362482,-488.028170592787,231.79079069655,1964.72055820924
"sample_1027",1018.08685137354,2550.37084112556,39.9485522337197,-103.95060359137,401.857950047963,34.2779940355741,-1471.49578042563,-224.762369954513,449.113957525573,1321.82370582003
"sample_844",1812.01369759622,337.169877753048,-797.873116054815,639.54965588988,-4107.92172848663,-413.154493056944,-1247.6365010862,390.259107176986,1359.6744298987,1296.40248824523
"sample_801",-824.291275366588,-463.143329201451,2425.06482067496,-2432.47947655852,-572.883928032283,1714.36968228172,-597.806646327457,2561.65490813705,1886.99987241383,1428.05161498729
"sample_827",-1607.01196509734,-2217.74125707198,4471.27520600266,3.07284258645484,-391.788565142839,-34.7785532814204,-255.880771376865,916.178211002462,1525.24502653742,2076.09641308918
"sample_787",110.403218117873,2240.94274501643,211.896753058218,2030.90348508114,-842.725444310792,567.869065349134,-526.909216864614,918.12836289385,2202.55048021571,1444.89391853484
"sample_771",3789.57949824005,-1164.19194564966,605.581664845479,1276.24391241339,-233.320050776375,228.380341338642,-263.809913617685,1067.93339111566,1262.01920398477,2123.426203987
"sample_612",2779.20757774079,638.453972381264,-2362.05517817979,1502.15374721894,1205.47960247882,1376.36265449057,-1339.48634572555,1141.82727676489,-811.273025365716,1504.31837402891
"sample_371",1483.67254525889,-570.174303010719,694.777222298617,146.520383374868,974.69770507245,1214.63620751506,-659.101238697597,-893.849610513958,-1569.36523774854,1821.13097577311
"sample_467",1947.7144803473,2061.44567994801,122.467452152473,-1395.2038317687,-246.419389495873,1863.76987998617,192.5994876889,-733.242214619612,-1089.71328855123,660.535459413183
"sample_761",-2190.2634844799,792.104333331754,-238.12007926404,2567.70217763723,-2421.50050888004,-1661.14990456864,-389.845898159413,2169.2236596444,1144.94985235054,-395.545072806028
"sample_916",1376.25637758878,-965.806437670001,2756.58717688302,-619.473217706852,289.93201824429,-189.126197013528,-1068.24050814055,158.639095950193,778.046906384556,1257.03964374224
"sample_933",-2467.01466194567,-1603.49625394125,1703.6004834023,454.380942314298,-1405.15812463408,-237.636066018279,-1921.67439874621,2342.01859909877,-717.142016608022,1790.05473182644
"sample_840",-474.92551184535,561.109988120344,1449.4405507387,-31.9272297684967,-172.116202919881,319.936189496964,-356.294356433538,2474.7556962468,-102.860081886574,182.523913747538
"sample_885",4096.45723693536,1628.84647027684,1091.92086216309,-1535.93809909177,-67.2934371336736,370.940474214904,617.030209759292,637.978059283623,-485.631862389915,1558.56817333941
"sample_564",-2271.44895001871,2609.68004612031,107.016922444024,546.833467462575,-2399.43108681281,-1176.00284671227,660.978276194402,13.5974473237429,-163.025261921916,298.639191782427
"sample_663",-521.169298896622,-3699.63678007786,-787.92986403601,-443.768102795366,-2334.90914192697,-589.477062917059,57.968442186283,-293.378118540138,1647.13592684801,497.788486027899
"sample_893",272.464213586229,685.594426181576,720.405728846148,-1725.10055706082,-2261.9002330186,-659.555866106668,312.842442328968,-445.993124273003,-971.410823359513,1603.56648588453
"sample_733",-2972.50465745052,-3119.50015025416,3802.37518224291,2127.40168905013,-111.496833485212,-481.025641729425,1392.82592705278,-43.6179139793389,263.685423395348,947.753290495708
"sample_668",-1132.20776887109,799.41995831189,1369.38417453117,1151.97250805091,599.19767397058,-222.856658777124,-740.107575263482,1210.19726923659,-321.750753693231,1984.55920316009
"sample_585",2052.21295150091,1977.16706904983,423.98684474674,347.243840615707,-3305.96074787894,-782.576527259524,413.51884434062,2217.692250483,128.485060569989,-123.321752065503
"sample_430",2850.39458771856,2821.6842073022,-994.094231527297,2295.43184385044,1468.39487508483,1242.33145556484,248.024927630435,-1535.39718712507,487.161690965475,722.533785594241
"sample_938",5550.92447777186,-324.197557327973,-1259.21425880997,542.81715054904,-1304.90713049231,-1523.87816591188,-1772.64151848551,244.664490436326,241.048853860875,435.681876871878
"sample_554",-777.855819339213,2418.51393165129,509.821191640184,246.444560952442,-498.846475249798,1949.94535050236,605.400326465285,-492.594642642961,-598.219739374142,-73.0266269400018
"sample_533",6848.30648819253,365.452729902647,-1498.27482945481,-1333.13456036777,2133.84193658163,-618.179514944461,-295.666568346405,310.06336227466,1130.26432370778,91.6633914631719
"sample_417",-2414.74976705854,-831.359692477738,2256.88897253549,93.7501800701786,-1734.44035597255,-134.291338758729,856.558705836779,265.419727926159,-1472.99378910436,-795.276236181774
"sample_695",1069.61494941428,1990.77762191226,-733.749744804843,719.768431006557,-776.043267862497,-1048.18070169127,2555.06371053391,174.05844915735,188.288453058049,607.206788465933
"sample_646",-861.129534057804,2929.48486829657,2552.68649238661,-633.461099913945,-1895.24540636621,-387.092039491892,-5.95315023547391,1165.49571654483,-584.014955861413,1165.62263058056
"sample_534",1588.84359508431,971.508950320495,1133.28269333377,812.783065648547,-1172.16791248111,1883.45886740725,-635.813660170447,-849.213022686813,765.314169167209,188.767036123771
"sample_500",3341.14205342386,-66.4490272977694,4362.11451139166,-111.709066437919,-1236.23957634094,-1171.66121542912,875.490741319508,1581.59624285717,-463.728287503143,1853.77472169971
"sample_398",4406.17598989211,-211.449389734326,511.49531129587,230.777507662134,-1959.36414170877,716.334364781933,-580.233975337981,-265.870357662266,525.164416701816,-1062.70410932209
"sample_396",5823.63922946434,2281.17391754266,729.376159824426,1260.03735283814,1498.63109803314,-491.825842147003,-1244.52949965158,-28.4202451429318,1589.07284051885,788.303951941874
"sample_415",2541.49896919391,1008.24809329663,1359.19973101856,-126.337429575302,-1886.50378488792,-16.1667378550971,419.652536430074,1449.3547544422,950.078965386339,1499.55502889102
"sample_468",-1160.98315015483,2554.27676304139,32.6355861672297,538.130063458633,-400.936620099153,1064.38055084598,-912.511459270292,-1929.00738003952,-1789.86970233048,889.824478090798
"sample_549",2537.37395585094,2115.51658429271,687.398268458977,2748.92516894172,-791.342297407828,326.09148779997,-2342.00179565601,-1028.14396512753,-2409.48453201706,328.612487070022
"sample_397",2573.75105711514,1910.37884055241,910.484966495863,-2258.05398134351,-877.804249755431,179.73399412735,605.865479224329,-242.488032258481,802.86185779978,1104.14748143722
"sample_452",-3492.76327351401,1733.12510055064,948.103609084505,1964.1278638523,-329.920519613317,-312.855565484508,-188.955728439604,824.855156755696,-1007.01873025554,982.710181778708
"sample_317",948.963807158623,1360.03525919594,-486.330107300823,1993.2421325216,-1474.04364621674,538.129098152831,253.521097031335,98.8045962909318,728.910230227049,1923.30918558245
"sample_271",384.186946937349,3893.70977600372,3581.52043335943,1928.81959921747,691.586469711989,-1994.15932796705,806.296450084817,-1566.26818058871,307.635796254852,1466.6491662669
"sample_818",3866.55922014486,100.094814069861,-2205.80132620476,1804.97319705735,-443.472604106116,1686.29971522015,-1022.75318992483,780.614519096633,225.235333860267,586.635175633922
"sample_792",4561.80267113733,-665.037384362938,94.8150046801977,1267.84701676452,-1523.33858051956,402.792608481011,927.127755078734,588.75413269425,-1445.20970993572,582.286633707818
"sample_982",457.414906460192,1886.72362606657,-367.633658386289,-1391.31600552836,2054.19475272227,-574.026903174255,-1240.53057212404,2968.34531807186,58.794062070622,-250.838472006841
"sample_972",2401.3917795707,-530.010541120847,1803.42096043821,-609.021400476296,-1445.56791652056,-249.886085150926,713.154670095986,1488.73115477093,-1433.6747533768,696.21643712004
"sample_866",2530.08245086287,83.2755431489681,1454.98735053098,-1940.84785069291,2264.76425413923,-579.551584229131,-1979.48358422544,-371.100706827959,-643.392597768408,885.39251650394
"sample_553",6258.61310728546,-1757.68954651025,246.677365901461,3687.73665808838,1029.48624024223,140.892188924456,605.195018504622,-1051.11037072164,650.044156841926,783.005225063461
"sample_227",-540.64451776955,-3608.54221115557,1936.84275777002,-908.406247864542,-2836.63641550213,-1071.47307937305,-195.764642487457,97.3859865186197,538.488315924158,2422.54742620555
"sample_220",-2049.38570964122,15.1007538343508,1901.68767316435,1986.23702412402,-1828.32088171172,1953.4884567764,28.6201081992195,-210.840919584962,398.709383966955,650.920867151794
"sample_209",612.15878032095,-969.858683626463,-1498.77514480033,-573.501828104201,1286.79339729674,1132.38278506702,23.0276886146398,372.600667812055,-1819.10248585827,782.528440343444
"sample_213",-3734.51347749981,-1789.30730957924,-393.442172305478,-441.782524488319,-10.3851924865179,1431.64782170364,-811.994078675199,-531.642963256333,-312.805225640677,981.84797807136
"sample_217",994.771381956165,707.406409403729,-1524.15173051313,102.707751266477,-2317.89669247169,2093.98360589162,-106.094239699438,-1778.37849690142,238.299431596682,588.284968875605
"sample_173",1597.35966365383,-13.6946515689209,-496.041773674077,1053.55495477724,-127.616070670011,2025.18820361913,297.264918240914,-601.74842356738,-743.503279101814,999.909292720528
"sample_160",-2809.77771588177,60.0791623854529,-1319.54574000877,-980.801492089651,1105.85358047311,1287.36161319683,-434.797772957387,-2076.85885926685,-1799.83674308737,-407.384342531961
"sample_456",583.334749757621,-114.927469757042,1214.72099283978,2092.10300353097,-36.7658855908626,-384.851552024507,543.535537316726,2139.23191668135,593.935625833332,844.253584453384
"sample_445",-783.821790420711,-72.3921569234333,652.254157839307,1769.89652030802,-1454.62544094291,295.985817961411,-619.339128038301,-1169.41416293486,-742.77909411105,908.046360121506
"sample_442",2.9917647167548,221.58276354129,-568.203345731013,2580.00469985576,-632.118272708734,547.739837251565,-676.224641768318,1941.9528468265,-2358.63350114399,1643.40992056527
"sample_98",-1680.53648761502,819.558495400103,210.926832608533,1306.02551273528,-1577.07816484352,1131.87458368835,1296.0884047101,1605.97632642702,-1870.1653158646,2072.45795237177
